Status,Station Name,Observation Date,Latitude,Longitude,Has Media,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Start Time,End Time,Was this observation completed in person or by listening to an audio device?,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes
,MCPD Green Leaf Wetland,2022-06-26,41.090833,-81.690278,No,Wadsworth,Medina,Ohio,Park ,Swamp or Woodland Swamp,Natural,Permanent,Not Known,Medina County Park District Green Leaf Park,"Park in the South parking lot. Take the trail that is lined with a stone wall. Take a left at the fork. The wetland is a few paces down on your right. There is a wood duck box that can serve as a marker as of March 6, 2016.",09:39 PM,09:42 PM,,23.3,0 - CALM: smoke rises vertically,Fog or Mist,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
,MCPD Krabill Lodge - Chippewa Lake,2022-06-25,41.065962,-81.91647,No,Medina,Medina,Ohio,Park District, ,Natural,Temporary Some Years,Lake,"Wet meadow along edge of Chippewa Lake, frequently floods and retains water","Walk the trail directly to the lake from the Krabill Lodge parking lot, stopping at the end or the water line, which ever you reach first (pending rainfall).",09:59 PM,10:02 PM,,23.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Krabill Lodge Pond,2022-06-25,41.06648,-81.920729,No,Medina,Medina,Ohio,Park District,Pond,Not Known,Permanent,Pond,Pond next to parking lot adjacent to Krabill Lodge,"Park facing west, and walk a few paces to the center of the bank of the pond which borders this side of the parking lot.",09:47 PM,09:50 PM,,23.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,MCPD Krabill Lodge Pond,2022-06-25,41.06648,-81.920729,No,Medina,Medina,Ohio,Park District,Pond,Not Known,Permanent,Pond,Pond next to parking lot adjacent to Krabill Lodge,"Park facing west, and walk a few paces to the center of the bank of the pond which borders this side of the parking lot.",09:47 PM,09:50 PM,,23.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,MCPD Krabill Lodge Pond,2022-06-25,41.06648,-81.920729,No,Medina,Medina,Ohio,Park District,Pond,Not Known,Permanent,Pond,Pond next to parking lot adjacent to Krabill Lodge,"Park facing west, and walk a few paces to the center of the bank of the pond which borders this side of the parking lot.",09:47 PM,09:50 PM,,23.9,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,
,MCPD Buckeye Woods Vernal Pool 01,2022-06-25,41.10609,-81.91876,No,Medina,Medina,Ohio,Suburban,Vernal Pool,Not Known,Not Known,Not Known,Vernal Pool directly behind vernal pool interpretive panel,"Park at the Buckeye Woods Park Ballfields, take the connector trail to the Chippewa Inlet Trail and turn right or north onto the trail for roughly 0.4 miles.  Find the vernal pool themed interpretive panel and survey the pool directly behind this sign. ",09:34 PM,09:37 PM,,26.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,Vernal pond was dry
,MCPD Buckeye Woods Vernal Pool 02,2022-06-25,41.10627,-81.91869,No,Medina,Medina,Ohio,Suburban,Vernal Pool,Not Known,Permanent,Not Known,"Larger vernal pool to the north, on east side of trail across from bench and just after trail intersection","Park at the Buckeye Woods Park Ballfields, take the connector trail to the Chippewa Inlet Trail and turn right or north onto the trail for roughly 0.4 miles.  Continue down the trail past the vernal pool themed interpretive panel and find a bench on the left (west) side of the trail and a vernal pool directly across on the right (east) side of the trail.  Survey the pool from this point.",09:34 PM,09:37 PM,,26.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,Vernal pond was dried. 
,Horseshoe Pond,2022-06-25,41.2343,-81.569362,No,Peninsula,Summit,Ohio,Suburban,Pond,,Permanent,,,,09:40 PM,09:45 PM,,21.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,
,Horseshoe Pond,2022-06-25,41.2343,-81.569362,No,Peninsula,Summit,Ohio,Suburban,Pond,,Permanent,,,,09:40 PM,09:45 PM,,21.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
,Horseshoe Pond,2022-06-25,41.2343,-81.569362,No,Peninsula,Summit,Ohio,Suburban,Pond,,Permanent,,,,09:40 PM,09:45 PM,,21.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Buckeye Woods Vernal Pool 01,2022-06-25,41.10609,-81.91876,No,Medina,Medina,Ohio,Suburban,Vernal Pool,Not Known,Not Known,Not Known,Vernal Pool directly behind vernal pool interpretive panel,"Park at the Buckeye Woods Park Ballfields, take the connector trail to the Chippewa Inlet Trail and turn right or north onto the trail for roughly 0.4 miles.  Find the vernal pool themed interpretive panel and survey the pool directly behind this sign. ",09:40 PM,09:43 PM,,26.1,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,Tallmadge Meadows Area - Summit Metro Parks,2022-06-25,41.130977,-81.43472,No,Tallmadge,Summit,Ohio,Metro Park,Wet Meadow,Natural,Temporary Every Year,Not Known,Wet Meadow bordered by a Wooded area and a busy roadway,"1088 North Ave., Tallmadge 44278. Follow south path to tree line.",09:39 PM,09:42 PM,,24.4,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,Tallmadge Meadows Area - Summit Metro Parks,2022-06-19,41.130977,-81.43472,No,Tallmadge,Summit,Ohio,Metro Park,Wet Meadow,Natural,Temporary Every Year,Not Known,Wet Meadow bordered by a Wooded area and a busy roadway,"1088 North Ave., Tallmadge 44278. Follow south path to tree line.",09:38 PM,09:41 PM,,17.2,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,MCPD Lake Medina Vernal Pool 01,2022-06-24,41.14985,-81.828683,No,Medina,Medina,Ohio,Park District,Vernal Pool,Natural,Not Known,Not Known,Vernal pool adjacent to the Rocky River at Lake Medina,"Park at the Granger Road entrance to Lake Medina.  Walk the Lower, All-Purpose, Trail stopping just short of the pumphouse and Reagan connector trail.  The pool will be to your right, just inside the wood line and adjacent to the Rocky River.",09:46 PM,09:49 PM,,22.8,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,
,MCPD Lake Medina Vernal Pool 01,2022-06-23,41.14985,-81.828683,No,Medina,Medina,Ohio,Park District,Vernal Pool,Natural,Not Known,Not Known,Vernal pool adjacent to the Rocky River at Lake Medina,"Park at the Granger Road entrance to Lake Medina.  Walk the Lower, All-Purpose, Trail stopping just short of the pumphouse and Reagan connector trail.  The pool will be to your right, just inside the wood line and adjacent to the Rocky River.",09:46 PM,09:49 PM,,22.8,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,American Toad,1 - Individuals can be counted; there is space between calls,
,MCPD Medina Marsh Pond,2022-06-24,41.1703,-81.840061,No,Medina,Medina,Ohio,Park District,Pond,Not Known,Permanent,Not Known,Pond adjacent to park parking lot,"From the parking lot, walk to where the walkway to the Marsh meets the parking lot, turn to face the pond to conduct your survey.",10:13 PM,10:16 PM,,20.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD Plum Creek South Pond ,2022-06-24,41.207563,-81.808682,No,Brunswick,Medina,Ohio,Suburban,Pond,Not Known,Permanent,Pond,Medina County Park District Plum Creek South,"Medina County Park District Plum Creek South parking lot, take trail",09:37 PM,09:40 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Plum Creek South Pond ,2022-06-24,41.207563,-81.808682,No,Brunswick,Medina,Ohio,Suburban,Pond,Not Known,Permanent,Pond,Medina County Park District Plum Creek South,"Medina County Park District Plum Creek South parking lot, take trail",09:41 PM,09:44 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Plum Creek South Pond ,2022-06-24,41.207563,-81.808682,No,Brunswick,Medina,Ohio,Suburban,Pond,Not Known,Permanent,Pond,Medina County Park District Plum Creek South,"Medina County Park District Plum Creek South parking lot, take trail",09:41 PM,09:44 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
,MCPD Plum Creek South Vernal Pool,2022-06-24,41.20703,-81.81051,No,Brunswick,Medina,Ohio,Suburban,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,Medina County Park District man-made vernal pool at Plum Creek Park South. ,"From the South Pond, take the connector trail to the Blue and Red trails.  At the fork, take the trails (Red and Blue) to the left.  The vernal pool will be a short walk down on the left.  The vernal pool is not visible from the trail but it is hidden behind a large earthen mound which is easily visible from the trail.",09:41 PM,09:44 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD Plum Creek South Vernal Pool,2022-06-24,41.20703,-81.81051,No,Brunswick,Medina,Ohio,Suburban,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,Medina County Park District man-made vernal pool at Plum Creek Park South. ,"From the South Pond, take the connector trail to the Blue and Red trails.  At the fork, take the trails (Red and Blue) to the left.  The vernal pool will be a short walk down on the left.  The vernal pool is not visible from the trail but it is hidden behind a large earthen mound which is easily visible from the trail.",09:41 PM,09:44 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,MCPD Plum Creek South Vernal Pool,2022-06-24,41.20703,-81.81051,No,Brunswick,Medina,Ohio,Suburban,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,Medina County Park District man-made vernal pool at Plum Creek Park South. ,"From the South Pond, take the connector trail to the Blue and Red trails.  At the fork, take the trails (Red and Blue) to the left.  The vernal pool will be a short walk down on the left.  The vernal pool is not visible from the trail but it is hidden behind a large earthen mound which is easily visible from the trail.",09:35 PM,09:38 PM,,22.2,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,
,mount pleasant,2022-06-20,40.909655,-81.525535,No,green,summit,Ohio,Suburban,"pond, creek, wetland",Natural,,,"creek running through property with wet grasses on either side, end up at pond",south main street to mount pleasant rd  address is 315 mt pleasand   area is in back of lot,10:30 PM,10:33 PM,,20.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,
,MCPD Chippewa Inlet South Wetland 01,2022-06-18,41.07891,-81.91251,No,Chippewa Lake,Medina,Ohio,Rural,Swamp or Woodland Swamp,Artificially Altered,Temporary Some Years,Stream or River,,,10:02 PM,10:05 PM,,15,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,MCPD Buckeye Woods 01,2022-06-18,41.104856,-81.919173,No,Medina,Medina,Ohio,Suburban,Vernal Pool,Not Known,Temporary Some Years,Not Known,A woodland swamp which has a walking path through it. There are  vernal pools on both sides of the path.,"Park in the southwestern lot of Buckeye Woods Park, near ballfields. Take the connector trail to the Inlet Trail, turn right (North) and stop to survey at the second bend to the right (East) which should be fairly central to the woodland swamp.",09:35 PM,09:38 PM,,15,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,Lots of Bats flying and deer on trail.
,Kiel's Pond,2022-06-18,40.96419,-81.68374,No,Doylestown,Wayne,Ohio,Rural,Pond,Natural,Permanent,Stream or River,stream fed pond,,10:05 PM,10:08 PM,,12.8,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,Kiel's Pond,2022-06-03,40.96419,-81.68374,No,Doylestown,Wayne,Ohio,Rural,Pond,Natural,Permanent,Stream or River,stream fed pond,,09:36 PM,09:39 PM,,18.3,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Not Noted,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,Crescent Ridge Pond,2022-06-16,41.22844,-81.74565,No,Hinckley,Medina,Ohio,Rural,Pond,Natural,Permanent,Stream or River,,,10:00 PM,10:03 PM,,25.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
,Crescent Ridge Pond,2022-06-16,41.22844,-81.74565,No,Hinckley,Medina,Ohio,Rural,Pond,Natural,Permanent,Stream or River,,,10:00 PM,10:03 PM,,25.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,Crescent Ridge Pond,2022-06-16,41.22844,-81.74565,No,Hinckley,Medina,Ohio,Rural,Pond,Natural,Permanent,Stream or River,,,10:00 PM,10:03 PM,,25.6,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,
,Greenwood Village Pond,2022-06-15,41.3113,-81.56981,No,Sagamore Hills,Summit,Ohio,Suburban,Pond,Human-made,Permanent,Pond,"In addition to the pond, there is a small stream that feeds into the Cuyahoga River that runs along the western edge of the pond.","South of Route 82, East of the Cuyahoga Valley National Park",09:45 PM,09:55 PM,,30.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
,Greenwood Village Pond,2022-06-15,41.3113,-81.56981,No,Sagamore Hills,Summit,Ohio,Suburban,Pond,Human-made,Permanent,Pond,"In addition to the pond, there is a small stream that feeds into the Cuyahoga River that runs along the western edge of the pond.","South of Route 82, East of the Cuyahoga Valley National Park",09:45 PM,09:55 PM,,30.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Fowler's Toad,1 - Individuals can be counted; there is space between calls,
,Greenwood Village Pond,2022-06-15,41.3113,-81.56981,No,Sagamore Hills,Summit,Ohio,Suburban,Pond,Human-made,Permanent,Pond,"In addition to the pond, there is a small stream that feeds into the Cuyahoga River that runs along the western edge of the pond.","South of Route 82, East of the Cuyahoga Valley National Park",09:45 PM,09:55 PM,,30.6,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,
,MCPD Buckeye Woods Pond,2022-06-14,41.103086,-81.916945,No,Lafayette Township,Medina,Ohio,Rural,Pond,Not Known,Permanent,Stream or River,"Park in the Eastern Lot, off of Deerview Lane, near the picnic pavillion and playground.  Take the paved Large Lake Loop trail veering left (West) at both forks, you will come to a place where the pond appears to pinch and a bench exists, survey here.",,09:15 PM,09:18 PM,,29.4,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,
